Text,Label
ভাই তুমি তোমার মায়ের জন্যই এতো উপরে! এরোকম 'মা' পাওয়া কপালের জোর!! ,love
"আপু আপনি যা করছেন,, খুব ভাল করছেন,, সেলুট আপু ",joy
"অনেক দিন পর তুমাকে দেখে খুব ভালো লাগলো,বরাবরের মতই মা মেয়েকে অনেক কিউট লাগছে। ",joy
বেপর্দা মাইয়া সাজানো নাটক শেষের দিক খেয়াল করেন সবাই। ,sadness
দেয়৷ তো কজ ওরা তো আর রোবট না 😊 তাই না৷ বাট৷ সবাই না অল্প কিছু আছে৷ যারা এমন এই আরকি বুঝাইছে এখানে 😊😁😁😁 ,joy
তাহলে তো আমি প্রতি ম্যাচে স্কোর করবো ,joy
খুব ভাল লেগেছে বন্ধুরা এগিয়ে যাও সাথে থাকব সব সময় কলকাতা অনেক ভালো জায়গা আমি গিয়েছিলাম অনেক ভালো লেগেছিল অসাধারণ (প্রবাসী) 👍👍👍 ,joy
আফ্রিদি ভাইয়া আমি মিরপুর আছি আসেন! ,joy
মাশা-আল্লাহ সাকিব ভাইয়ের মা মনিটা অনেক সুইট। ,love
অতুলনীয় হিরো ❤❤❤❤❤❤ ,love
বালের গান।।।।। বালের গায়িকা।।। ,sadness
আফ্রিদী ভা আপনাকে অনেক অনেক ধন্যবাদ ,joy
হ্যাটস অব ইউ আফ্রিদি🙏🙏🙏💙 ,joy
জুসের নাম কই?🤨 এই ভিডিও মানিনা 😪 ,sadness
"নাটকটা দেখে মনটা ভরে গেল,,,আমাদের চিটাগাং এর রেলওয়ে স্টেশন ,আহা,,,, কতদিন দেখা হয়নি,, ",joy
রোকেয়ার নাম্বার বন্ধরে 🤣 ,joy
পারলে আমি মাথায় করে রাখবো ,joy
হুজুর কে সালাম ✋ ,love
অর্থাৎ তারা প্রেমেও পড়ে নি এবং মানসিকভাবেও অসুস্থ নয়। পরীক্ষায় দেখা গেল ,surprise
কেনো ভালোবাসা এতো কাঁদে ,anger
এত জঘন্য স্ক্রিপ্ট কে লিখছে?? জমজ নাটকের সম্মান টাই শেষ করে দিছে। ,sadness
হ্যাপি বার্থডে ভাইয়া ,joy
রক্তের ফ্রেমে বাঁধা হৃদয়ের কাচে দেখবে নিজের মুখে ভালোবাসা ছায়া ফেলিয়াছে। এরকম উন্মোচনে যদি তুমি আনুরাগে মুর্ছা যেতে চাও মূর্ছা যাবে ,love
বাইচুদ দুই জনেই সেরা নিজেদের জায়গা থেকে শালা আবাল ,sadness
ভাই আমাদের ভোলা চরফ্যাশন জ্যাকব টাওয়ারে আসার দাওয়াত রইল ,joy
"হুম, আমি তো বিয়াই করি নাই?,, শালি পাব কই😂😂😂 ",joy
সেই লাগছে মামা😎😎😎😎 ,joy
পপটুয়াখালীর জাতীয় পারটি এমপি রুহুল আমিন কে ধরা উচিত ,sadness
ধন্যবাদ ভিডিওটি বানানো জন্য ,joy
তুই মাগির ঘরের মাগি ,sadness
"তামিম ইকবাল স্যালুট আপনাকে, ",love
ইমন নাটক কিভাবে ফ্যামিলি নিয়ে দেখা যায় অশ্লীল কথাবার্তা ,sadness
সমস্যা বাড়াতে বাড়াতে হয়তো একদিন নিঃস্ব করে দিবে। ভদ্রলোক এবার নড়েচড়ে বসলেন। হিমু ভাই ,anger
পারলে ভাল কিছু প্রচার করুন ,sadness
সবই ভালো লাগে কিন্তু এই চোদাইন্না গানগুলা নাটকে ভালো লাগেনা ,sadness
বাঘ সিংহে লড়াই দেখ।। বাঘের থাবায় লঙ্কা কান্ড ,surprise
ছাগলের ডাক আসবে কেন ,surprise
লোকটি যখন তাঁকে জিগ্গেস করল তুমি হাঁসছো কেন। বানরটি তখন বলল ,surprise
আপনি লিখতে থাকুন। একদিন তো আসবোই ,joy
ভাই আপনার ফেইছ দেখতে চাই একবার ,joy
ভাই ডাবল ছিনের ইডিটিগ ভালো হয় নাই ,anger
আলহামদুলিল্লাহ মালুরা এবার শিক্ষা পাইছে। প্রতিবন্ধি ,joy
ভাই আগে পদ্না সেতু নির্মাণের করন। তার পর আরেক সেতু কথা বলেন ,sadness
এই বালকে দেখার জন্য এতো লোক আমাদের ইন্ডিয়া আসুন আমেদের কোলকাতায় ওকে দেখে দেখে চোখ খারাপ হয়ে গেল কতো টাকার গাড় মারলো বাংলাদেশের ,sadness
ইচ্ছা থাকে না ,anger
আহা এখন কিছু মেয়ে ছেলেদের দেহ চায় মন চায় নাহ😂😂😂🔫 ,joy
ধন্যবাদ ! আমাদের চ্যানেলের সাথেই থাকুন ,joy
ধন্যবাদ আপনার মুল্যবান মতামতের জন্য ,joy
প্লিজ ভিডিও টি দেখবেন ,joy
বাল পালাইবো রাসেল ডমিঙ্গো ,sadness
বাংলাদেশের কারিকুলামের গণিত বই গুলো যদি চমক স্যারের লেখা হতো!! কত ভালই না হত!! ,joy
হে আল্লাহ তুমি ওদের ভালো রেখ। ,love
বন্দে মায়া লাগাইছে ,love
পলাশ এর ফ্যানদের দেখতে চাই ,joy
কি চমৎকার আলোয় উদ্ভাসিত একটা দিন। চারদিক ঝকঝকে ,joy
আজ বাড়িতে ফিরতে দেরী হবে। বউ মাথা নাড়ে ,anger
হা হা দেশে পুলিশ জেমন হিজরা রাও তেমন ,joy
সুমন ভাই আপনার সঙ্গে যোগাযোগ করার কোনো নাম্বার হবে ,joy
কিন্তু মুক্তি নেই। সবাইকে খুশি করবার দায়। সবাইকে না হোক কাছের মানুষদের ,anger
তাহলে কোরআন আপনার বাসায় কেনো? নাস্তিক মানে কি সবসময়ই ইসলাম বিরোধী কাজ? এ থেকে বোঝা যায় ,sadness
কত কেজি গাঞ্জা খাইছো? ,sadness
তুই হালা কবে অবসরে যাবি সেটা বল আগে বাংলাদেশের ক্রিকেট ভক্তদের ,sadness
ছ্যাছড়ামি রে ভাই ,sadness
"সত্যিকার ভালোবাসা তো এমনই,,সাথে থাকলে যতটা ভালোবাসা হয়,,না থাকলেও কিছু কমে যায়না।।। অফুরন্ত ভালোবাসা 🇮🇳🇮🇳🇮🇳🇮🇳 ",love
আমারা এইই বাংলাদেশ।। যারা গান কে ফান হিসেবে আর কবিতা কে গান হিসেবে দেখি।।এটাতো একটা কবিতা।।গান তহ মনে হল নাহ।।হা হা হা হা হা হা হা হা।।।।আ আ আ আ আ আ আ।।।। ,anger
আমরা জানি আপনাদের কাছে আমরা কোন সত্য বা বাস্তব ঘটনা কখনোই আশা করি না কারণ আমরা পাব না আপনারা যেটা সত্য সেটা কখনো বলবেন না আবার না বলাটাই স্বাভাবিক কারণ আপনারা তো মানুষ আপনারা সত্য কথা বলে কি বিপদে পড়বেন নাকি এরকম এই অনুষ্ঠানটা এখন করতেছেন মাস খানেক আগেও তো করতে পারতেন তখন করেন নাই কেন করেন নাই করলে আপনাদের সমস্যা হতে পারে ,anger
মজা লাগলো 😂😂 ,joy
বহু দিন পর ভিডিও দেখে ভালো লাগলো। ,joy
ভিডিও তে সাউন্ড কম ছিল । চমক আমাদের ব্যাচের গর্ব ,joy
সুর এবং সাউন্ড অনেক খারাপ তাই দিসলাইক ,sadness
"এই নাটকটার অপেক্ষায় ছিলাম অবশেষে নাটক আমার প্রিয় মারিয়া নূর ,, আমার কাছে মারিয়া নূর বিশ্বের এক নম্বর অভিনেত্রী,, ",love
আমি পাপী তিনি জামিন্দার 🖤🖤 ,love
তাই প্রতিটা ক্ষেত্রে তুমি প্রশংসিত কিন্তু তোমার কাছে অভিযোগও কম নেই ,anger
তোমার মার ভোদা নাই ,sadness
কেউ যদি এ বাড়িতে রাত্রিযাপন করে পরদিন তার চিহ্ন থাকেনা থাকলেও সেটা পরিপূর্ণ নয়। ছোট থেকেই অামি রহস্যপ্রেমি।তাই মনটা খুব করে চাচ্ছিল এই বাড়িতে থাকতে।কিন্তু ,fear
আমরা এসেছি তোমা সম্বল হয়ে বিশ্বের বুকে বিজয় দিন ,joy
টাংগাইল একটা ব্লগ করো ,joy
যে আমার চ্যানেল সাবস্ক্রাইব করবে আমি তার চ্যানেল সাবস্ক্রাইব করব ইনশাআল্লাহ এবং লাইক করবো ,joy
"মঝা লাগলো, অন্নেক ভালো হইছে 👌👌👌👌 ",joy
তৌহিদ আফ্রিদি কে অনেক অনেক ধন্যবাদ। এভাবেই আরও ভালো ভালো কাজ করেন। ,joy
এই যদি হয় মেম্বার ব‍্যবহার তাহলে সাদারন মানুষের কি হবে ,anger
তেলা চুলে তেল দিওন জে মাথায় তেলনাই সে মাথায় তেল দাও ,sadness
আমিজেতে চাই আপু ,joy
মানুষ শুনবে’ -‘শুনলে শুনুক ,sadness
এরে ছাগলের বাচ্চা ,sadness
কারো হাঁসির রহস্য খুঁজো ,surprise
পুরাই ফাটিয়ে দিয়েছে ,joy
হিল্লোল ভাইয়া & নওশীন আপু 😍😍😍 ❤❤❤ ,love
সেম৷ টু ইউ ,joy
পুরুষ হয়ে থাকলে উওর দাও! ,sadness
হায়রে জিবন। একটু টাকা দিতে দেরি হলে কত ছিল্লা ছিল্লি শুনতে হয়। প্রবাশি দের বৌরা কিবাবে দেশে টাকা গুলো খরচ করে দেখে বুজলে মনে হয় জমি দারের বৌ ,anger
গানটা মন ছুয়ে গেলো❤ ,love
নাটক টায় অশ্লীল বেশি হয়ে গেছে ভিউর আসায় নাটকের হুগা মাইরেন না পরিচালক সাহেব কে বলছি ,sadness
আসলো না তবু আসলো না । নিজেকে অনেক গুটিয়ে নিবার চেষ্টা করি চাইবো না একটু ভালোবাসা ,anger
মোট কথা মানুষ মানুষের জন্য? কি বলেন??? 🕴🚶🏃 ,love
এটা ব্লক ছিলো না.. দেখে কান্না করে দিছি😍😍 ,love
কিন্তু আমরা তা করব না। বললাম ,anger
ফাউল নাটক 😒😒 ,sadness
ভাইয়া আপনার বল্গ গুলা আমার অনেক ভালো লাগে ,joy
"এরা যেমন লাভে এসে বলতে পারে,,, তাহেলে তাদের কে প্রকাশে সুনা কেটে গলায় বেদে দেওয়া হক ",sadness
ভাইয়া নরসিংদী আসতে হবে ,joy
এই ঝুমুর তুমি না লুলা এখন হাটো কিভাবে সব মদা তাই না😁😁 ,joy
"প্রিয় মানুষ, প্রিয় ভাই, চমক ভাই ❤❤❤ ",love
আন্টি হিসেবে সত্বিই সবাই ভালোবাসে তাকে ,love
যেখানে ২০০১ সালের ৩রা জুন বোমা হামলায় ১০জন নিহত হয় ও অনেকে আহত হন । তিনি নিহতদের সমাধিস্থলে যান ও বেঁচে যাওয়া মানুষদের সাথে সাক্ষাত করেন ,anger
খাবার তো আছেই। আর কি চাই? এভাবেই কেটে গেল কয়েকমাস। ,joy
কোন দেশে বাস করি রে ভাই এটা মুসলিম দেশ না কি ,surprise
সাইনবোর্ড ছাড়াই এটা উনার কথাতেই বুঝা যাচ্ছে। ভাই আপনি জ্ঞানী মানুষ। সবাই এটা জানে ,joy
১০০% রাইট। তামিম ভালো খেললে বাংলাদেশ সহজে হারেনা। যদিও হারে তবেও ততটা লজ্জাজনক ভাবে হারে না সে ম্যাচও টানটান উওেজনাকর হয়ে থাকে। ,joy
যে কথা আমার বলতে ইচ্ছে করে ,joy
মাদার চুদকে যে যেখানে পাবে গন পিটুনি দিয়ে মেরে ফেলা হুক ,sadness
"মানুষ জতো আদুনিক হচ্ছে ততো গেন লোর্ড পাচ্ছে, এটা কোন ধরনের গান,দেহ দিলা মন দিলা না এটা অস্লীলতা নাকি,,,,এই গানে লাইক বা কমেন্ট কতো, সব সালার পুত, সত্য কথা বললেই দোষ ",sadness
অনেক অনেক শুভেচ্ছা আপনাদের ,joy
তেমন পরিশ্রম করে খেলেন। আছেন ভালো ফর্মে ,joy
সাকিব আল হাসানের সাচতি আইসিসির কাছে থেকে কিনে নিয়ে আসছিলো পাপন এখন কি বলবে ,sadness
নীর হারা পাখী ,anger
শেষের কুত্তা টা দারুন হইছে। তার মানে কুকুর পালাই ভালো ,joy
উচ্চারণে সমস্যা আছে উনার ,anger
স্মিথকে দেখ আর বাংলাদেশের খেলোয়াড়দের দেখ। আকাশ পাতাল তফাত। অন্য দেশের খেলোয়াড়েরা জান প্রাণ দিয়ে দেশের জন্য খেলে। আর আমাদের গান্ডুগুলা বাল তোলে। খুব বেশি দিন নাই আফগানরা আমাদের সব ফরম্যাটে পেছনে ফেলবে। ,sadness
মিঃ হুযুগে বাঙ্গালি ,sadness
গানটা আমার খুব ভালো লাগে ,joy
ভারতীয় ক্রিকেটার দের দেখলে মনে হয় গালিবাজ ফাউল চুতিয়া। তারা তাদের অবস্থান এই পর্যায়ে নামিয়েছে। বাংলাদেশের ক্রিকেট টীম টানা ম্যাচ জেতে না ,sadness
এদেরকে ক্রসফায়ার দিয়ে মারা উচিৎ কারাগারে নিয়ে সরকারি অর্থ নষ্ট না করাই ভালো অপরাধ বেড়ে যায় তখনই যখন দেশের আইন আদালত দূর্বল থাকে আমাদের দেশের যে আইন কানুন আছে এগুলো সরকারের উচিৎ পরিবর্তন করা আর বিশেষ করে প্রশাসনের দুর্নীতির ও দৃষ্টিভঙ্গি বদলাতে হবে সমাজে সুশাসন নিশ্চিত করতে হবে ,sadness
ন্যায় নাই নীতি নাই জীবন একটা তামাশা। দেশের চিন্তা নাই খালি খা খা। ,sadness
খুবই চমৎকার। দিন দিন আপনার ভিডিওগুলো খুব ভালো হচ্ছে ভাইয়া! ,joy
মুরুখ্খ মনে হই তুমি কারন দাম বলতে পার না ,sadness
"বসস তোমায় দেখলেই ,,, মনটা ভালো হয়ে যায়,,,, আর মেহেজাবিন, তোমি কিউট কেনো আপু ",joy
"সংলাপ জঘন্য, এডিটিং জঘন্য। ",sadness
শেখ সাদি সেই। ,joy
কোনদেশি আবাল ডিসলাইক মারছে ,sadness
কাবিলার অভিনয় অস্থির ,joy
"অাদাব দিছি স্যার,,,,অাপনার কথা গুলা শুনে অনেক ভাল লাগে ",joy
"ভাই।। তোমার প্রতি সম্মান অনেক, অনেক বেশি বেড়ে গেলো ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ ",love
কিন্তু চাচাজির পারফরফ্যান্সের প্রশংসা করতেই হবে ,joy
নাটকের সব চাইতে সুন্দর হয়েছে। নোয়াখালী ভাইর জন্য ,joy
তাহলে কমেন্টস টা ইংরেজিতে করলেন না কেন? ,sadness
বয়স কত ২১-২২ বাট উনাকে দেখতে লাগছে সামওয়ান লাইক ৪৫-৫০ এইজ এর কেউ। মেয়েদের যে আটা ,surprise
"সুদীপা কিন্তু ভীষন লোভী, একটা রিয়েলেটি শোতে যেখানে সবাই নিজের অপূর্ণ আশা পূরণের জন্য স্কুলের লাইব্রেরীর জন্য বই, কেউ সিলিং পাখা ইত্যাদি জিততে চাইছিল, ও তখন নিজের জন্য মোটা সোনার বালা চেয়েছে। ",sadness
ওয়েট করছিলাম ওনারে নিয়া গান তোমাদের থেকে।জোস হইছে✌✌✌✌ ,joy
নাটক বুঝ আবেগ বুঝ না ,sadness
শেষ চিঠি টা খুব কষ্টের ছিল যে!!!!! ,anger
ওলেলোনা৷ তুমি হইলানা আমার৷ ,anger
বাহ ভালো তো চুমুর খবর কি সুন্দর করে উপস্থাপন করা হচ্ছে ।। এখনকার যুগের ছেলে মেয়েদের সুন্দর কি শেখাচ্ছে।। দারুণ ,sadness
খুব ভাল লাগলো ভাই ,joy
মিউজিক কোয়ালিটি আরেক টু বেশি হলে ভাল হত //ভাল গান ,love
"ভিডিও দেথার আগেই কমেন্ট কোরলাম,,,জানি জোচ হবে ",joy
টিপের দাম এক টাকা হলেও ,joy
"তোমার মা খুব আন্তরিক ভাবে বললেন যে ""তোমরা আমার পরিবারের সন্তান"" ❤️ ",love
সারাদেশে স্বাস্থ্যসেবা দিয়ে যাচ্ছে ১৪ হাজার কমিউনিটি ক্লিনিক। ,joy
"এডিটের মায়্রে বাপ,,আমার চুলের নাটক বানাইছে,, ",sadness
প্রথম অবস্থায় ডিম থেরাপি দেয়া হোক। তারপর বাকি বিচার 😡😡😡 ,sadness
কারখানা গুলো আজীবন বন্ধ করে দেওয়া হোক ।অথবা ভেঙে গুড়িয়ে দেওয়া হোক ,sadness
ফালতু রান্নাঘর সুদীপার ,sadness
কঠিন বিচার চাই। ,sadness
সাফা কবির মাগি চুদি না হলে খুব ভালো হতো 😠😠😡 নাস্তিক দের নাটক দেখার রুচি নাই ,sadness
ওরে পাটপার রিপন মিয়া কে বাঁশ দিয়া দিলে 🤣😂🤣😂 ,joy
জী ভাই। জিতলেও বাংলাদেশ হারলেও বাংলাদেশ। আর কিছু আবাল মানুষ না বুঝে চিল্লা ফাল্লা করে। এদেরকে বুঝানো অসম্ভব ব্যাপার আমার মনে হয়। ,sadness
তৌহিদ আফ্রিদি ভাইয়ের ছেলে মানসী গুলো আামার কাছে খুব ভাল লাগে...অসাধারন ,joy
আইমানের সমালোচনা করার আগে আইমানের ১% যোগ্যতা আগে অর্জন করুন। ,sadness
শাওয়ার ভোটার জাল ভোট দিতে গেছে এজন্য তো ঢুকতে দেওয়া হয়নি ,sadness
ভাইয়া নিশু আমার সালাম নেবেন আপনার অনেক পড়ো আমি একটা ভক্ত আমি অনেক বেশি ভালোবাসি আপনাকে ,love
তাদের লিংগ কেটে দেয়া হোক😡😡😡 ,sadness
সত্যি ভাল লাগল! ,joy
ময়মনসিংহের দুই সিংহ আর বাগ ,love
ব্যাকলাইন থেকে বিল্ড আপ করে উপরে উঠাতে পারদর্শী হতে হয় ,joy
সেই হৃদি তাকে ছেড়ে চলে যাবে । তাও কিছু না বলে ,anger
টাকা থাকলে সব সম্ভব 😐🙂🙂 ,anger
আজাইরা বাস্তব উদাহারন ,sadness
জবাব চাই জবাব চাই ,sadness
"নোয়াখালী এবং উত্তরবঙ্গ থেকে এভাবেই ঝাকে ঝাকে মানুষ ঢাকার উদ্দেশ্যে পারি জমায় আজ ইম্রুল ব্রোর খেলা দেখতে।"" ",love
আল্লা কে দান না করে এই মোল্লাচোদাগুলোর পোদমারতে বলরে কাঙলাদেশী।🤣🤣🤣 ,sadness
"গানটা সেই,সেখ সাদি আমার ফেবারিট 🤪🤪🤪 ",love
আমপিয়ার মাইরে চুদি ,sadness
"আফ্রিদি ভাই খুব ভালো লাগলো এই ভিডিও টা দেখে,,,যদি প্রতেকটা মানুষ এগিয়ে আসে তা হইলে কিছুটা হয়লেও কিছু রানাদের কষ্ট গোছাবে ",joy
আবাল রিপোর্টার 😡🤬🤬 ,sadness
তার জন্য নতুন পোশাক আনা হয়েছে।কিন্তু সাথী গম্ভীর। - কিরে মা ,anger
"সত্যি ভাইয়া অনেক ভালো লাগচে আপনার কথা গুলো,, 😍 ",joy
তবে সম্রাট শাহজাহানের মত হতে চান। বদলে দিতে চান পুরো দেশকে বাড়ি ব্রাক্ষণবাড়িয়া ,joy
সব শালাকে আজ ব্রো দিবে চোদন ,sadness
মাশ আল্লাহ ভাই আপনি এগিয়ে যান আমার আছি আপনার সাথে ,joy
ঘুমোলে স্বপ্নের মাঝে। তুমি নেই ,anger
ঘাপাঘাপ কি ভাইয়া ,joy
এটাই রাখা উচিত😍 ,joy
"তারা ছাত্রলীগ, পেশাবলীগ, টয়লেটলীগ, হাগুলীগ, (সেফাতউল্লাহ) ",sadness
আর তুমি ফেসবুকে স্ট্যাটাস দিয়ে গার্ল ফ্রেন্ড খুঁজছ! সৈকত- মানে? কি বলছ এসব? মোহনা- দেখ ,surprise
ত সমস্যা কোথায়?. ,surprise
মনটা ভরে গেলো ভাইয়া। ,joy
আমি বিশটা সাবস্ক্রাইব দিবো। আমাকে পাঞ্জাবি দিবেন?🙄🙄 ,joy
"৪০:১৩ মজার সিন,,, ",joy
বাম হাত দিয়ে মুখে কেনো ,anger
এএএএএএএ হা হা হা 😃😃😃😃 ,joy
"বস বিসমিল্লাহ কাবার এর সেরা আইটেম হলো আমার মতে গুদ্ধা ফ্রাই,না খেলে জীবন বৃথা ",joy
এতদিন বাল পালাইছে😡😡😡 ,sadness
যে ভালো পড়ান!!!!!!!!!!!!!।আল্লাহ উত্তম প্রতিদান দান করুক আপনাকে। ,love
যাদের প্রাণের বিনিময়ে অর্জিত আমাদের এ স্বাধীনতা। তুমি দীর্ঘজীবি হও বাংলাদেশ। বাঙ্গালীর শ্রেষ্ঠ ৭ বীর সন্তান ,love
তাকে হাসপাতালে নিয়ে যাওয়া হয়েছে। সন্ধ্যা ছয়টার সময় তিনি মারা গেলেন। মূল যে ঘটনা ঘটেছিল ,anger
জোশ! শুধু শুনেছি 💜💛💚 ,joy
কাবিলার গালফেন্ড লইয়া শামীম মাস্তি করে ,joy
বা অন্যকিছু তাতেই থাকতে পারে ঔষধ মেশানো। প্রতারকরা অনেক চালাক এখন। তাই কোনো রকম খোলা খাবার খাবেন না। ৪. ট্রেন জার্নিতে দরজার পাশে ,fear
ভাল্লাগছে খুব ভাল্লাগছে ❤❤ ,joy
যার সাথে সকল কিছু শেয়ার করা যায় ,joy
রানা নিজেই এখন তোমার পড়াশোনার খরচ চালাতে পারবে আফ্রিদি।তাই লোক দেখানো সাহায্য করে লাইমলাইটে আসার চেষ্টা না করে যদি উপকার করার মন মানসিকতা থাকে তবে অলিতে গলিতে এমন অনেক রানা আছে যারা পড়ালেখার সুযোগ পায় না।তাদের দায়িত্ব নাও ,sadness
আরো এমন গান দেখতে চাই ভাই। ,joy
শালা সব মাদারী ,sadness
আমার মা এর তুমি মেয়ে হবে। আমি বাসায় না থাকলে শুধু মা এর পাশে বসে থাকবে।আমাদের বাইরের দিকে অনেক ফলের গাছ ,love
মহিলার চুল দেখে মনে হয় হিজরা ,sadness
আপু দুঃখিত আপনার সাথে আমি একমত হতে পারিনি।গানটা একটু ভালো করে শুনুন।অন্তত এই অংশটুকু শুনুন।দেহ দিলা মনটা দিলা না ,anger
ঘনিষ্ঠতা হয়েছে। এতদিনে তারা বিছানায় অসহায়ভাবে শুয়ে থাকা মানুষটির গুরুত্বের কথাও জেনে গেছে। তারা আমাকে বলল ,anger
জুবায়ের কে দরকার খুব😫 ,anger
এই বানর তুই পাগল ছাগল কুকুর সব তুই ,sadness
"প্রেমে-ভালোবাসায় আমার বরাবরের আশ্রয় রবীন্দ্রনাথ। বাঁজছিল """"রোদণ ভরা এ বসন্ত"""" ",joy
সাব্বির আর মুশফিকের আউট টা কিভাবে সম্ভব হালার পুতেরা আম্পিয়ার করে নাকি দালালি করে ,sadness
ফালতু হইছে একদমি ভাল হয় নাই আগের ১০ পর্ব ভাল ছিল ,sadness
"কাজের কাজ কিছুই হবেনা৷ বেকার বেকারই থাকবে, দেশের পড়াশুনার যা অবস্থা তাতে আগামী ১০ বছর পরে দেশে বেকার সংখ্যা এতই বেড়ে যাবে যে, বেকাররা ডাকাতি খুন ছিনতাই এসব করে পেট চালাবে। আর সবাই হবে উচ্চশিক্ষিত বেকার। ",sadness
সংগ্রামী ভাই সাকিব।লাভ ইউ ,love
"ফালতু ইডিটিং।।আশাহত হলাম,,আগের ১০ টাই বেস্ট ছিল।। ",sadness
ভাই এগুলো করেন কিভাবে?👍👍👍👍👍👍👍👏👏👏👏👏👏💗💗💗💗💗 ,surprise
কলকাতার ডায়লগ : দাদা খেয়ে এসেছেন নাকি বাসায় গিয়ে খাবেন। হা হা হা ,joy
ড্রায়ভার ও দেখে নি। দেখেছে শুধু রিয়াদ। রিয়াদ কি মনে করে ছুটে গেল.............. . ছেলেটা গাড়ির নিচে পিষ্ট হয়েছে। . একটি লোক বলে উঠলো ,anger
রি‌য়ে‌লি নাইচ ইনফর‌মেশন। কথাগু‌লো অ‌নেক বে‌শি ভা‌লোলাগ‌লো  ,joy
"এতোদিন এই হলুদ সাংবাদিক মহল কই ছিলো? এখন দয়া করে এদেশে ওনেক পাপিয়ারা দিন দুপুরে ঘুরে বেড়াচ্ছে তাদের কুক্রম প্রকাশ করুন! যদিও কিছুটা আপনাদের হয়তো বা দায়মোচন হইলেও হতে পারে।আল্লাহর বিচার কিন্তু একদিন হবে, মনে রাখবেন!!!!! ",sadness
উত্তরবঙ্গের কুড়িগ্রাম থেকে জীবিকার তাগিদে গাজীপুর এসে পরিবার সহ পরেছিলেন অথৈ পাথারে ,anger
এটা আমাদেরই স্কুল। ,joy
এই ধরণের বেশ্যাদের সাথে প্রতিযোগিতা দেয়া উচিত হয়নি। ,sadness
কিন্তু প্রকৃত সত্যি বুঝার মানসিকতা খুব কম জনেরি আছে। শুধু বাঁশ দিতে ব্যস্ত সবাই। বাঁশ বাগানের মালি ,sadness
তৌহিদ আফ্রিদি অনেক বড় মনের মানুষ। ,love
এই রকম হাজারো মানুষ পড়ে আছে। তাদের পাশে ও দাঁড়ানোর আহ্বান র‌ইলো। ,anger
বিয়ের আগে তুমি কি কারও সঙ্গে প্রেম করেছ? স্ত্রী বলল ,surprise
স্বপ্ন মৎস্য খামার। ,joy
সেখানে আরও ২টি দরজা দেখতে পেলেন। ১ম দরজায় লেখা: নগদ টাকায় খাবেন? ২য় দরজায় লেখা: বাকিতে খাবেন? । লোকটি ভাবলেন বাকি খেলেই ভালো হয় ,joy
জানোয়ারগুলোর ফাঁসি চাই। ,sadness
দারুণ ভাই..... দারুণ 💯 ,joy
গাজার কথা বলতেছেন কেন সত্যিই সেতু হতে যাচ্ছে আমাদের ভোলাতে এক বছর আগে জনাব তোফায়েল আহমেদ জায়গা চয়েস করেছে আর আমাদের ভোলাবাসী দেরকে কথা দিয়ে ছিলেন এখন মনে হচ্ছে দু চার বছর গেলেও সেতুটি সম্পূর্ণ হবে ইনশাআল্লাহ ,joy
অনেকে আছে যারা অর্থ অভাবে পড়াশোনা করতে পারে না। তাদের পাশে দাড়ালে তারা ও সবার মতো্ স্বপ্ন দেখতে পারবে। ,anger
দিনে কয়বার শুনেন গান টা তারা সারা দাও ,joy
ভাই নারায়ণগঞ্জে আসবেন ,joy
মিউজিক ভিডিওতে আসল রিপনদা কে আনলে খুব ভালো হত। ,joy
খানকির পোলা গুলো কে গরম ডিম দিন এদের কারনে ভালো মানুষের দাম নাই ,sadness
অসম্ভব সুন্দর একটা নাটক। ভাই আমি আপনার একজন ভক্ত ,joy
তৌহিদের চুদ্দে দেওয়া ,sadness
ভালোবাসায় বড় হই ,love
দেহ তাইলে খাইয়া নিছ😂😂 ,joy
অনেক সুন্দর হইছে গান আসলে মেয়েরা হলো ছেলেদের জীবনে বিষ ,joy
আজ প্রথম আসলাম ,joy
"হিহিহিহ,,🤣মেহজাবীন এর কথার স্টাইলটা 👉👌👈 হইছে! আর নাটকটা তোহ অসাধারণ ভালো লাগছে,,,! ",joy
"চমক স্যারের দেখানো ১/১১,২/১১,৩/১১ বিষয়টা (কথা বলা সংখ্যা) আমার স্কুলের স্টুডেন্টদের দেখিয়েছি। সবাই খুব মজা নিয়ে দেখেছে ",joy
এরা ভাই-বোন। নিজেরাই লাইগা গেছে। ,anger
ব্যাস। আপনি চাইলে নিজের মতো করেও লিখে দিতে পারেন। প্রতিটি ডিভাইস-আইপির সমন্বয়ে একটি মেইল দেয়াই যথেষ্ট ,joy
নোয়াখালীর জন্য কামলা খাটার জন্য ধন্যবাদ!পারিশ্রমিক নিয়ে যাবেন! ,joy
স্যালুট!তোমরাও জীবন দিয়ে জাতিকে দেখিয়ে গেলে ,love
সত্যি খুব ভালো লাগে। ,joy
ভাই রে রোকেয়া আফা রে একবার দেখতাম চাই ,joy
ভাই তুমি সেরা আমি দেখা করতে চাই ,joy
সব থেকে খুসি হলাম গলি বয় রানার পড়ার দায়ুকতে নিছে বলে ধন্যবাদ তৌহিদ আফ্রিদি.... তোমাকে ,joy
সব ব্যাথা চোখের জলে ধুয়ে মুছে নিয়ে যায়। তাই কান্না শেষে মানুষের শান্তির ঘুম ঘুম লাগে। তবে আস্রুহীন মনের কান্না কোথায় লুকাবে তুমি ? পারবেনা ,anger
